Inputs,10,Outputs,1
Train,Date,Cash Surplus,Consumer Price Inflation,Exports goods and services growth,Import goods and services growth,Foreign direct investment inflows,Gross Savings,Labour Participation,Secondary School,Unemployment,Vulnerable Employment,GDP Growth
Unseen,2010-06-31,16.4311274211,1.3057983961,8.690452354,12.1401263655,3.3675179393,52.9847065333,74.2999992371,80.61509,4.05,6.8500001431,9.8
Unseen,2010-12-31,19.3246319201,3.3145459288,27.7057072911,20.1333577307,4.1093031534,52.613770398,74.1999969482,81.1776,4.1,6.3000001907,10.4
Unseen,2011-06-31,22.0140792099,4.3626877861,18.2394869579,12.4609260348,3.9672076032,52.6823169528,74.1499977112,81.270885,4.1,6.4000000954,9.85
Unseen,2011-12-31,24.7035264996,5.4108296434,8.7732666248,4.7884943388,3.8251120529,52.7508635077,74.0999984741,81.36417,4.1,6.5,9.3
Train,1990-12-31,-1.7990073069,14.3209876543,-0.4340947075,-5.8368152146,-0.067600886,19.8684899246,48.4000015259,66.07226,20,15.8000001907,-0.3177832031
Train,1991-06-31,-1.7990073069,14.8278804362,-0.9896490879,-1.8470525977,0.0718901036,19.4756629658,48.6000003815,67.79348,20,15.8000001907,-0.6680456091
Train,1991-12-31,-1.7990073069,15.3347732181,-1.5452034682,2.1427100191,0.2113810931,19.0828360069,48.7999992371,69.5147,20,15.8000001907,-1.0183080152
Train,1992-06-31,-1.7990073069,14.6047376475,1.9728074289,3.7449777237,0.1069770151,17.8542763573,49,71.06835,20,15.8000001907,-1.5776748654
Train,1992-12-31,-1.7990073069,13.8747020769,5.4908183261,5.3472454283,0.0025729371,16.6257167077,49.2000007629,72.622,20,15.8000001907,-2.1370417156
Train,1993-06-31,-1.7990073069,11.7960743155,7.9349137875,6.1822938982,0.0056154676,16.7051084166,49.4500007629,74.13925,20,15.8000001907,-0.4517141575
Train,1993-12-31,-1.7990073069,9.717446554,10.379009249,7.0173423682,0.0086579981,16.7845001254,49.7000007629,75.6565,20,15.8000001907,1.2336134007
Train,1994-06-31,-1.7990073069,9.32799702,6.4321444483,11.5553090279,0.1422050412,16.986541186,49.8999996185,77.663835,20,15.8000001907,2.2338563236
Train,1994-12-31,-1.7990073069,8.938547486,2.4852796476,16.0932756876,0.2757520843,17.1885822466,50.0999984741,79.67117,20,15.8000001907,3.2340992466
Train,1995-06-31,-1.7990073069,8.8094863759,6.7115832961,16.4419294549,0.5509524179,17.0164921071,50.2999992371,81.085585,18.4499998093,15.8000001907,3.174897483
Train,1995-12-31,-1.7990073069,8.6804252658,10.9378869446,16.7905832222,0.8261527515,16.8444019677,50.5,82.5,16.8999996185,15.8000001907,3.1156957193
Train,1996-06-31,-1.7990073069,8.0172755861,9.070986181,12.7505412794,0.6970734407,16.6701490023,50.6499996185,83.95,18.9499998093,15.8000001907,3.711195965
Train,1996-12-31,-1.7990073069,7.3541259063,7.2040854174,8.7104993366,0.5679941299,16.495896037,50.7999992371,85.4,21,15.8000001907,4.3066962106
Train,1997-06-31,-1.7990073069,7.9759480303,6.2497318671,7.0478320649,1.5642998837,15.9881958495,50.9499988556,86.5,21.9499998093,15.8000001907,3.476730265
Train,1997-12-31,-1.7990073069,8.5977701544,5.2953783168,5.3851647933,2.5606056375,15.480495662,51.0999984741,87.6,22.8999996185,15.8000001907,2.6467643194
Train,1998-06-31,-1.7990073069,7.7391614839,4.2708040177,3.6994781769,1.4852011116,15.5415158114,51.2999992371,88.64392,23.9499998093,15.8000001907,1.5820735312
Train,1998-12-31,-1.7990073069,6.8805528134,3.2462297187,2.0137915606,0.4097965857,15.6025359608,51.5,89.68784,25,15.8000001907,0.517382743
Train,1999-06-31,-1.7990073069,6.0310217655,2.2535681551,-3.1740281897,0.7692818439,15.9322672421,51.7000007629,89.008745,25.1999998093,15.8000001907,1.4377556709
Train,1999-12-31,-1.7990073069,5.1814907177,1.2609065915,-8.36184794,1.1287671022,16.2619985235,51.9000015259,88.32965,25.3999996185,15.8000001907,2.3581285988
Train,2000-06-31,-1.8798614574,5.2602220009,4.7872985806,-1.5120589107,0.928941258,16.2156228873,52.0500011444,86.79248,26.0500001907,15.8000001907,3.2563585602
Train,2000-12-31,-1.9607156079,5.3389532842,8.3136905697,5.3377301186,0.7291154139,16.1692472512,52.2000007629,85.25531,26.7000007629,15.8000001907,4.1545885216
Train,2001-06-31,-1.4386879817,5.5204269589,5.3533569034,2.7938174504,3.432757892,16.1198155621,52.3500003815,85.78349,26.0500001907,15.8000001907,3.4450058357
Train,2001-12-31,-0.9166603556,5.7019006335,2.3930232371,0.2499047823,6.1364003701,16.070383873,52.5,86.31167,25.3999996185,15.8000001907,2.7354231498
Train,2002-06-31,-1.2670666839,7.4329692442,1.6911142834,2.7955671308,3.7341737039,16.5986402723,52.6499996185,86.882495,26.3000001907,15.8000001907,3.2016303805
Train,2002-12-31,-1.6174730122,9.1640378549,0.9892053296,5.3412294792,1.3319470377,17.1268966716,52.7999992371,87.45332,27.2000007629,15.8000001907,3.6678376111
Train,2003-06-31,-2.1348682807,7.5115088855,0.5492944681,6.7129888811,0.8987458509,16.6129321867,52.9499988556,88.04991,27.1500005722,15.8000001907,3.3084560179
Train,2003-12-31,-2.6522635491,5.8589799162,0.1093836065,8.0847482829,0.465544664,16.0989677018,53.0999984741,88.6465,27.1000003815,15.8000001907,2.9490744247
Train,2004-06-31,-2.3082744424,3.6221808746,1.4713617141,11.7964983175,0.3928464125,15.7198461238,53.1499996185,89.915925,25.9000005722,15.4500002861,3.7518089142
Train,2004-12-31,-1.9642853358,1.3853818331,2.8333398217,15.5082483521,0.320148161,15.3407245458,53.2000007629,91.18535,24.7000007629,15.1000003815,4.5545434037
Unseen,2005-06-31,-1.0767589896,2.3923408896,5.7005057403,13.1936911595,1.4800613165,15.0653558922,53.3000011444,91.78273,24.25,15.1000003815,4.9158301976
Unseen,2005-12-31,-0.1892326435,3.3992999461,8.5676716588,10.879133967,2.6399744721,14.7899872386,53.4000015259,92.38011,23.7999992371,15.1000003815,5.2771169916
Unseen,2006-06-31,0.3604532655,4.0204624202,8.0151600299,14.5701070935,1.2848103254,14.7238729548,53.5500011444,93.69349,23.1999998093,15.1000003815,5.4404173421
Unseen,2006-12-31,0.9101391745,4.6416248942,7.462648401,18.26108022,-0.0703538213,14.657758671,53.7000007629,95.00687,22.6000003815,15.1000003815,5.6037176926
Unseen,2007-06-31,0.993189849,5.8700223513,7.0071083185,13.6233337838,0.9671812123,14.715543341,53.8500003815,95.353255,22.4499998093,15.1000003815,5.5757373037
Unseen,2007-12-31,1.0762405236,7.0984198084,6.5515682359,8.9855873475,2.0047162458,14.7733280109,54,95.69964,22.2999992371,15.1000003815,5.5477569147
Unseen,2008-06-31,0.1972139407,9.317435289,4.1527384603,5.2491429828,2.7678946841,15.4070143695,54.6499996185,94.408395,22.5,12.6000003815,4.5849299573
Unseen,2008-12-31,-0.6818126422,11.5364507697,1.7539086847,1.5126986182,3.5310731224,16.0407007281,55.2999992371,93.11715,22.7000007629,10.1000003815,3.622103
Unseen,2009-06-31,-2.9026364733,9.3332253848,-8.8888857681,-7.9392610946,2.7081353588,15.9450356177,54.4499988556,93.464415,23.2000007629,10.1000003815,1.0478780298
Unseen,2009-12-31,-5.1234603044,7.13,-19.5316802209,-17.3912208074,1.8851975952,15.8493705073,53.5999984741,93.81168,23.7000007629,10.1000003815,-1.5263469404
Unseen,2010-06-31,-4.5849191379,5.6961717749,-7.4989397078,-3.9176002668,1.1111207083,16.2979490114,52.7999992371,93.81168,24.2000007629,10.1500000954,0.7801443595
Unseen,2010-12-31,-4.0463779713,4.2623435498,4.5338008053,9.5560202737,0.3370438214,16.7465275156,52,93.81168,24.7000007629,10.1999998093,3.0866356595
Unseen,2011-06-31,-4.234281965,4.7711831176,5.2349569696,9.6375021464,0.9013833422,16.6155363823,52.1499996185,93.81168,24.7000007629,10.0999999046,3.2719335257
Unseen,2011-12-31,-4.4221859588,5.2800226854,5.9361131339,9.7189840191,1.4657228629,16.484545249,52.2999992371,93.81168,24.7000007629,10,3.4572313919
